company_sort_id,shareholder_name,shareholder_description,share_percentage,shareholder_tag,,,,
257,"Geode Capital Management, LLC",/,/,Finance,,,,
257,Millennium Management LIc,/,/,Finance,,,,
257,"Renaissance Technologies, LLC",/,/,Finance,,,,
258,Mobius Venture Capital,/,/,Finance,,,,
258,Needham Capital Partners,/,/,Finance,,,,
259,Miss Nitchamon Thakolsri,/,22.39%,Finance,,,,
259,Miss Nissara Thakolsri,/,22.39%,Finance,,,,
259,Mr. Suthidej Thakolsri,/,16.63%,Finance,,,,
259,Finansa Fund Management Ltd.,/,6.29%,Finance,,,,
259,Mrs. Patama Thakolsri,/,3.89%,Finance,,,,
259,Mr. Sataporn Ngamuengphong,/,2.00%,Finance,,,,
259,Thai Life Insurance PLC,/,0.73%,Finance,,,,
259,Mr. Tareangkiet Pattarapisitpong,/,0.67%,Finance,,,,
259,"BTS Group Private Fund, Equity Investment by Metha Asset Management Co., Ltd.",/,0.67%,Finance,,,,
259,Mr. Thaveerat Proongpattanaskul,/,0.50%,Finance,,,,
260,SoftBank Investment Advisers,/,/,Finance,,,,
260,SoftBank Ventures Asia,/,/,Finance,,,,
260,Greenoaks Capital Partners,/,/,Finance,,,,
260,Ribbit Capital,/,/,Finance,,,,
261,/,/,/,/,,,,
262,David Thomson,/,/,Finance,,,,
263,/,/,/,/,,,,
264,Keru,/,/,Finance,,,,
265,/,/,/,/,,,,
266,/,/,/,/,,,,
267,Tandem Money,/,/,Finance,,,,
268,ING Ventures,/,44.00%,Finance,,,,
268,PSN Group,/,22.00%,Finance,,,,
269,/,/,/,/,,,,
270,/,/,/,/,,,,
271,Drive Capital,/,/,Finance,,,,
271,Portag3,/,/,Finance,,,,
271,TTV Capital,/,/,Finance,,,,
271,HOOPP,/,/,Finance,,,,
271,Round13,/,/,Finance,,,,
271,BDC,/,/,Finance,,,,
272,Menlo Ventures,/,/,Finance,,,,
272,Inventus Capital,/,/,Finance,,,,
272,Globespan Capital,/,/,Finance,,,,
272,IA Capital,/,/,Finance,,,,
272,SF Capital,/,/,Finance,,,,
273,Astella Investimentos,/,/,Finance,,,,
273,BoostLAB,/,/,Finance,,,,
273,Bossa Invest,/,/,Finance,,,,
273,Catalyst Fund,/,/,Finance,,,,
273,DOMO,/,/,Finance,,,,
274,Marek Dospiva,/,/,Finance,,,,
274,Iain Child,/,/,Finance,,,,
274,Fabrice Dumontheil,/,/,Finance,,,,
274,V璋ヽlav Jirk�?/,/,Finance,,,,,
274,Mari璋﹏ Slivovi�?/,/,Finance,,,,,
275,T-Bank,/,/,Finance,,,,
275,BankMed,/,/,Finance,,,,
275,Arab Bank,/,/,Finance,,,,
276,Albert Armengol,/,/,Finance,,,,
276,Algorand Technologies,/,/,Finance,,,,
276,Allegro Capital,/,/,Finance,,,,
276,Aternus Family Office,/,/,Finance,,,,
276,Borderless Capital,/,/,Finance,,,,
277,Augmentum Fintech,/,/,Finance,,,,
278,Elliot Advisors ,/,/,Finance,,,,
278,Mark Richard Jenkinson Ceased,/,/,Finance,,,,
279,/,/,/,/,,,,
280,Edison Partners,/,/,Finance,,,,
280,Gaia Capital Partners,/,/,Finance,,,,
280,Citi Ventures,/,/,Finance,,,,
280,Muse Capital,/,/,Finance,,,,
281,aniel Rox�?/,/,Finance,,,,,
281,Styrelseordf鏋歳ande,/,/,Finance,,,,
281,Margareta Lindahl Gelin,/,/,Finance,,,,
281,Styrelseledamot,/,/,Finance,,,,
281,Hikmet Ego,/,/,Finance,,,,
281,Styrelseledamot,/,/,Finance,,,,
281,Simon Lindfors,/,/,Finance,,,,
281,Styrelseledamot,/,/,Finance,,,,
281,Tomas 鑴渂erg,/,/,Finance,,,,
281,Styrelseledamot,/,/,Finance,,,,
281,Sofia Wingren,/,/,Finance,,,,
281,Styrelseledamot,/,/,Finance,,,,
281,Tord Topsholm,/,13.13%,Finance,,,,
282,GBT Tokenize Corp.,/,7.05%,Finance,,,,
282,Mikhail Bukshpan,/,7.05%,Finance,,,,
282,Vip Sunshine LLC,/,5.11%,Finance,,,,
282,Redwerk It Development Ltd.,/,5.11%,Finance,,,,
282,One Life Best Life LLC,/,5.11%,Finance,,,,
283,Designated Activity Company (Limited By Shares),/,/,Finance,,,,
284,George Christopoulos,/,19.99%,Finance,,,,
284,Fairfax Financial Holdings Ltd.,/,19.88%,Finance,,,,
284,Emmanuel Mounouchos,/,14.78%,Finance,,,,
284,Daniel Argiros,/,3.42%,Finance,,,,
284,Robert Klopot,/,1.54%,Finance,,,,
285,Estate Of Wigwe Herbert Onyewumbu,/,7.28%,Finance,,,,
285,Tundra Fonder AB,/,0.34%,Finance,,,,
285,Trustus Capital Management BV,/,0.24%,Finance,,,,
285,Old Mutual Investment Group (Pty) Ltd.,/,0.18%,Finance,,,,
285,Roosevelt Ogbonna,/,0.13%,Finance,,,,
285,Oluseyi Kumapayi,/,0.10%,Finance,,,,
285,Bolaji Olaitan Agbede,/,0.07%,Finance,,,,
285,Ojinika Nkechinyelu Olaghere,/,0.05%,Finance,,,,
285,OTP Fund Management Ltd.,/,0.03%,Finance,,,,
285,Olusegun Babalola Ogbonnewo,/,0.02%,Finance,,,,
286,/,/,/,/,,,,
287,AME Cloud Ventures,/,/,Finance,,,,
287,BNP Paribas,/,/,Finance,,,,
287,Chih-Yuan Yang,/,/,Finance,,,,
287,Glilot Capital Partners,/,/,Finance,,,,
287,Google Startup Growth Lab,/,/,Finance,,,,
288,/,/,/,/,,,,
289,Start Path,/,/,Finance,,,,
289,Fasanara Capital,/,/,Finance,,,,
289,Morro Ventures,/,/,Finance,,,,
289,Hi Ventures,/,/,Finance,,,,
289,Venturance Alternative Assets,/,/,Finance,,,,
290,Julius Baer,/,/,Finance,,,,
290,Monashees,/,/,Finance,,,,
290,Redpoint Ventures,/,/,Finance,,,,
290,Vostok Emerging Finance,/,/,Finance,,,,
291,Axiata,/,28%,Finance,,,,
291,Keppel Telecoms,/,19%,Finance,,,,
291,SPH Multimedia,/,13%,Finance,,,,
292,Mission Holdings,/,/,Finance,,,,
292,Mastercard,/,/,Finance,,,,
292,Ally Ventures,/,/,Finance,,,,
292,Goldman Sachs Asset Management,/,/,Finance,,,,
292,Sallie Mae,/,/,Finance,,,,
293,/,/,/,/,,,,
294,Monachil Capital Partners LP,/,/,Finance,,,,
294,Debt Financing - Zinobe,/,/,Finance,,,,
294,QED Investors,/,/,Finance,,,,
294,Series A - Zinobe,/,/,Finance,,,,
294,Martin Schrimpff,/,/,Finance,,,,
295,Vietnam Rubber Group,/,64.38%,Finance,,,,
295,Phuoc Hoa Rubber JSC,/,26.81%,Finance,,,,
296,AustralianSuper,/,/,Finance,,,,
296,Boman Group,/,/,Finance,,,,
296,Cuscal,/,/,Finance,,,,
296,Morgan Stanley,/,/,Finance,,,,
296,Perennial Partners (Funds and Trusts),/,/,Finance,,,,
297,William McMullen,/,66.68%,Finance,,,,
297,Tom Ward,/,13.33%,Finance,,,,
297,"American Century Cos., Inc.",/,1.98%,Finance,,,,
297,Daniel Reineke,/,0.68%,Finance,,,,
298,/,/,/,/,,,,
299,Maruszewski Mark,/,4.80%,Finance,,,,
299,Bradley Thomas Alcott,/,4.90%,Finance,,,,
299,Brem Monte M,/,41.80%,Finance,,,,
299,Lim James,/,8.30%,Finance,,,,
299,Jeffrey David,/,4.80%,Finance,,,,
299,BlackRock Inc.,/,12.10%,Finance,,,,
299,MILLENNIUM MANAGEMENT LLC,/,5.70%,Finance,,,,
299,Newhall Charles Ashton,/,4.86%,Finance,,,,
299,JPMORGAN CHASE & CO,/,4.30%,Finance,,,,
299,"T. Rowe Price Investment Management, Inc.",/,4.70%,Finance,,,,
299,VANGUARD GROUP INC,/,8.23%,Finance,,,,
300,Urmila jain,/,34.40%,Finance,,,,
300,Chaman lal jain,/,16.17%,Finance,,,,
300,Abhishek bansal,/,9.27%,Finance,,,,
300,Hari bansal,/,9.23%,Finance,,,,
300,Anju bhaskar,/,0.55%,Finance,,,,
300,Ultimate investments llp,/,4.65%,Finance,,,,
300,Mutual Funds,/,0.06%,Finance,,,,
300,Other Financial Institutions,/,0.05%,Finance,,,,
301,KKR Credit Advisors US LLC,"A private equity firm that holds a significant stake in Pepper Money, focusing on credit and investment strategies.",60.31%,Finance,,,,
301,AustralianSuper Pty Ltd,"One of Australia閳ユ�?largest superannuation funds, investing in Pepper to enhance its portfolio.",11.39%,Finance,,,,
301,Michael Charles Culhane,An individual shareholder with a notable stake in the company.,4.69%,Individual,,,,
301,Netwealth Investments Ltd,"An investment firm that has a stake in Pepper, focusing on wealth management solutions.",2.49%,Finance,,,,
301,Mario Rehayem,"The CEO of Pepper Money, who also holds a small percentage of shares.",0.69%,Individual,,,,
302,Francisco de Borja Rossell,"Co-founder of Verse, contributing to the company閳ユ�?vision and strategic direction.",/,Individual,,,,
302,Alex Lopera,Co-founder and key player in Verse閳ユ�?development and growth.,/,Individual,,,,
302,Dario Nieuwenhuis,Co-founder involved in the operational aspects of Verse.,/,Individual,,,,
302,Sequoia Capital,"A prominent venture capital firm that has invested in Verse, supporting its expansion in the fintech sector.",/,Finance,,,,
302,Google Ventures,"An investment arm of Alphabet Inc., backing Verse to enhance its technological capabilities.",/,Finance,,,,
302,CPP Investments,"A global investment management organization that has invested in Verse, focusing on long-term growth.",/,Individual,,,,
303,/,/,/,/,,,,
304,Open Co,"A fintech company based in S鑼玱 Paulo, Brazil, providing credit solutions such as personal and business loans, and buy now, pay later (BNPL) products. Open Co was formed from the merger of Geru and Rebel in 2021.",/,Finance,,,,
304,Monashees+,"An early-stage venture capital firm based in S鑼玱 Paulo, Brazil, investing in technology-driven startups across various sectors. Monashees+ focuses on supporting innovative entrepreneurs in Latin America.",/,Individual,,,,
304,Jo鑼玱 Guerra,"An individual investor with a background in sociology and planning. He has been involved in various academic and professional roles, contributing to social sciences and sustainable development.",/,Individual,,,,
304,Fued Sadala,"Co-founder and principal at Dreampact Ventures, with extensive experience in procurement, operations, and supply chain management. He has held senior leadership positions at Anheuser-Busch InBev and other companies.",/,Individual,,,,
304,FinTech Collective,"A New York-based venture capital firm focused on financial services technology companies. They invest in early-stage fintech startups globally, aiming to transform financial services through innovation.",/,Finance,,,,
304,XP Inc,"A leading Brazilian financial services company offering a wide range of investment products and services. XP Inc. operates an open product platform and provides wealth management, brokerage, and banking services.",/,Finance,,,,
304,Julio Capua,"A former CFO and founding partner of XP Investimentos. He is now involved in various entrepreneurial ventures, including real estate and tourism projects in Brazil.",/,Individual,,,,
304,Bruno Licht,"Partner at Sarpen Quant Investments, with over 40 years of experience in the Brazilian and international capital markets. He has held significant roles in investment banks and asset management firms.",/,Finance,,,,
305,/,/,/,/,,,,
306,Canary (Brazil),"A venture capital firm that invests in early-stage startups across Latin America, focusing on technology-driven companies.",/,Finance,,,,
306,Andreessen Horowitz,"A well-known venture capital firm based in Silicon Valley, investing in technology companies at various stages of development.",/,Finance,,,,
306,Base Ventures,"A venture capital firm that invests in early-stage technology companies, with a focus on innovative and disruptive startups.",/,Finance,,,,
306,FJ Labs,"A venture capital firm and startup studio that invests in early-stage companies, particularly in the marketplace and e-commerce sectors.",/,Finance,,,,
306,Hard Yaka,"A venture capital firm that focuses on investing in companies that are building the future of work, identity, and financial services.",/,Finance,,,,
307,/,/,/,/,,,,
308,Krealo,A corporate venture capital firm that is part of Credicorp Group. Krealo invests in innovative fintech companies across Latin America.,/,Finance,,,,
309,Creditas,"A leading Brazilian fintech company that offers a variety of financial products, including secured loans, payroll loans, and vehicle financing. Creditas acquired Bcredi in January 2021.",/,Finance,,,,
309,Igah Ventures,A venture capital firm that invests in early-stage technology companies in Latin America. They focus on supporting innovative startups with high growth potential.,/,Finance,,,,
309,Barigui Companhia Hipotecaria,A Brazilian mortgage company that provides real estate financing solutions. They were involved in the early stages of Bcredi閳ユ�?development.,/,Finance,,,,
310,Block Corporation,"A company that invests in various sectors, including technology and financial services.",/,Finance,,,,
310,Hard Yaka,"A venture capital firm focused on investing in companies that are building the future of work, identity, and financial services.",/,Finance,,,,
310,Blue like an Orange Sustainable Capital,An impact investment firm that supports sustainable development projects.,/,Finance,,,,
310,Agrega Partners,An asset management firm that invests in innovative companies.,/,Finance,,,,
310,Bamboo Capital Partners:,An impact investing firm that provides financing to businesses with a social and environmental impact.,/,Finance,,,,
311,/,/,/,/,,,,
312,/,/,/,/,,,,
313,The Orogen Group,"A private investment firm founded by Vikram Pandit, former CEO of Citigroup. The firm focuses on long-term investments in financial services companies.",/,Finance,,,,
313,Atairos,An independent private company focused on supporting growth-oriented businesses. Atairos partners with management teams to provide strategic and operational support.,/,Finance,,,,
314,Ageras,"A financial marketplace that acquired Kontist in July 2022. Ageras provides a platform connecting businesses with accountants, bookkeepers, and auditors.",/,Finance,,,,
314,Mars Growth Capital,A venture capital firm that provides growth capital to technology companies. They focus on supporting innovative startups with high growth potential.,/,Finance,,,,
314,MUFG Union Bank,"A member of the Mitsubishi UFJ Financial Group, providing a wide range of financial services including banking, trust, and investment services.",/,Finance,,,,
314,Founders,"A venture capital firm that invests in early-stage technology companies, supporting entrepreneurs in building successful businesses.",/,Finance,,,,
314,Haufe Group,"A German company specializing in digital workplace solutions and services, including software and consulting for human resources and finance.",/,Finance,,,,
315,/,/,/,/,,,,
316,Invermaster,"A venture capital firm that invests in early-stage and growth-stage companies in Latin America. They focus on sectors such as technology, financial services, and consumer products.",/,Finance,,,,
316,IGNIA Partners,"A venture capital firm based in Mexico that invests in high-growth companies in Latin America. They focus on sectors such as financial services, healthcare, and education.",/,Finance,,,,
316,International Finance Corporation (IFC),"A member of the World Bank Group, IFC provides investment and advisory services to encourage private sector development in developing countries.",/,Finance,,,,
316,NXTP Ventures,"A venture capital firm that invests in early-stage technology companies in Latin America. They focus on sectors such as fintech, e-commerce, and software.",/,Finance,,,,
316,QAPU Ventures,"A venture capital firm that invests in innovative startups in Latin America, focusing on sectors such as technology and financial services.",/,Finance,,,,
317,Accel,A global venture capital firm that invests in early-stage and growth-stage technology companies. Accel has a strong track record of supporting innovative startups.,/,Finance,,,,
317,Accion,A global nonprofit organization that invests in financial inclusion and fintech companies to improve access to financial services for underserved populations.,/,Finance,,,,
317,Anand Joshi,An individual angel investor with a focus on technology and fintech startups.,/,Finance,,,,
317,Cibersons,A venture capital firm that invests in technology-driven companies with high growth potential.,/,Finance,,,,
317,Clocktower Ventures,A venture capital firm that focuses on early-stage investments in fintech and financial services companies.,/,Finance,,,,
317,Venrex,A venture capital firm based in the United Kingdom that invests in early-stage companies across various sectors.,/,Finance,,,,
318,Gradient Ventures,"A venture capital firm backed by Google, focusing on early-stage investments in artificial intelligence and other technology-driven companies.",/,Finance,,,,
318,IGNIA Partners,"A venture capital firm based in Mexico that invests in high-growth companies in Latin America, focusing on sectors such as financial services, healthcare, and education.",/,Finance,,,,
318,Portage,"A global investment platform focused on fintech and financial services, providing capital and strategic support to innovative companies.",/,Finance,,,,
318,Foundation Capital,"A venture capital firm based in Silicon Valley, investing in early-stage technology companies across various sectors.",/,Finance,,,,
318,Hi Ventures,"A venture capital firm that invests in early-stage technology companies, supporting innovative startups with high growth potential.",/,Finance,,,,
318,Bizrupt,"A venture capital firm that supports early-stage startups in Latin America, focusing on technology and innovation.",/,Finance,,,,
318,Launchbay Capital,"A venture capital firm that invests in early-stage technology companies, providing capital and strategic support to help them grow.",/,Finance,,,,
318,Realm Capital Ventures,A venture capital firm that invests in technology-driven companies with high growth potential.,/,Finance,,,,
319,/,/,/,/,,,,
320,Banco BNI Angola,"Banco BNI Europa is a subsidiary of Banco BNI Angola, which is its sole shareholder.",100%,Finance,,,,
321,/,/,/,/,,,,
322,Victory Park Capital,A private equity firm that provides debt and equity financing to emerging and established businesses across various industries.,/,Finance,,,,
322,Mouro Capital,"A venture capital firm that invests in fintech and adjacent businesses, focusing on early and growth-stage companies.",/,Finance,,,,
322,Quona Capital,A venture capital firm that invests in innovative financial technology companies in emerging markets.,/,Finance,,,,
322,International Finance Corporation (IFC),"A member of the World Bank Group, providing investment and advisory services to encourage private sector development in developing countries.",/,Finance,,,,
322,Prosus Ventures,A global consumer internet group and one of the largest technology investors in the world.,/,Finance,,,,
322,Annelies Gamble,An angel investor with a focus on technology and fintech startups.,/,Individual,,,,
322,Bossa Invest,A venture capital firm that supports early-stage technology companies.,/,Finance,,,,
322,Endeavor Catalyst,A co-investment fund that supports high-impact entrepreneurs in emerging markets.,/,Finance,,,,
322,Gilgamesh Ventures,A venture capital firm that invests in early-stage fintech companies.,/,Finance,,,,
322,STARTegy Venture Builder,An accelerator and incubator that supports startups in various sectors.,/,Finance,,,,
323,/,/,/,/,,,,
324,Zain Group,A leading telecommunications company in the Middle East and North Africa. Specific details about other shareholders and their ownership percentages are not publicly available from the sources I accessed.,100,Telecom,,,,
325,Sequoia Capital,"A prominent venture capital firm that invests in early and growth-stage companies across various sectors, including technology and financial services.",/,Finance,,,,
325,ASDF Ventures,A venture capital firm that supports innovative startups with high growth potential.,/,Finance,,,,
325,Spectra Investments,An asset management firm that invests in a diverse range of financial products and services.,/,Finance,,,,
325,Jean-Denis Greze,An angel investor with a focus on technology and fintech startups.,/,Individual,,,,
325,Magic Fund,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
326,AIV Capital,"An asset management firm that invests in various sectors, including technology and financial services.",/,Finance,,,,
326,Alexander Kent-Braham,An angel investor with a focus on technology startups1,/,Individual,,,,
326,Allegro Capital,A venture capital firm that supports early-stage technology companies.,/,Finance,,,,
326,Apollo Informal Investment,An angel investment group that backs innovative startups.,/,Finance,,,,
326,Capella Star,An investment firm that provides capital to high-growth potential companies.,/,Finance,,,,
327,Orange Bank (France),"Anytime was acquired by Orange Bank in January 2021. Orange Bank is a subsidiary of the telecommunications company Orange S.A., providing a range of banking services.",100%,Finance,,,,
328,Banregio,"The parent company of Hey Banco, a well-established regional bank in Mexico.",/,Finance,,,,
328,Manuel Rivero Zambrano,"The CEO of Hey Banco, who has been instrumental in its growth and strategic direction.",/,Individual,,,,
329,Christoph Burkhard,An angel investor with a background in finance and technology.,/,Individual,,,,
329,Dominik Bollier,Another angel investor who has been involved in various tech startups.,/,Individual,,,,
329,Markus Granziol,An angel investor with extensive experience in the financial sector.,/,Individual,,,,
329,Marcaro,A venture capital firm that invests in innovative technology companies.,/,Finance,,,,
329,Abacus Research,A company that provides software solutions and has invested in Yapeal.,/,Consultancy,,,,
330,Alder Tree Investments,A venture capital firm that invests in innovative technology companies.,/,Finance,,,,
330,Argentem Creek Partners,A lender and debt provider that supports high-growth companies.,/,Finance,,,,
330,Bernard Bunnik,An angel investor with a background in finance and technology.,/,Individual,,,,
330,Brad Leeuwen,An angel investor involved in various tech startups.,/,Individual,,,,
330,Greg Rogers,An angel investor with extensive experience in the financial sector.,/,Individual,,,,
331,Andreessen Horowitz,"A prominent venture capital firm based in Silicon Valley, known for investing in early-stage startups across various sectors, including technology and fintech.",/,Finance,,,,
331,Activant Capital,A growth equity firm that invests in high-growth companies in the technology and consumer sectors.,/,Finance,,,,
331,QED Investors,"A leading venture capital firm focused on investing in early-stage, disruptive financial services companies.",/,Finance,,,,
331,Tiger Global Management,"An investment firm that deploys capital globally in both public and private markets, with a focus on technology.",/,Finance,,,,
331,Foundation Capital,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
332,BAI Capital,A global investment firm that focuses on high-growth companies in various sectors.,/,Finance,,,,
